,name,description,address,latitude,longitude,contactPhone,contactEmail,imageUrl,adminId,walkingDistance,offersDelivery,openingHours,specialNotes
10,James Creek Resident Council,,100 N St SW Washington DC 20024,38.87446,-77.01247,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,8.916656209986598,False,"                             open  close
2nd Wednesday of the month  09:00  12:00",
11,Church of Christ,Pre-bagged or boxed groceries,4801 16th St NW Washington DC 20011,38.9485,-77.03572,,,https://lh3.googleusercontent.com/p/AF1QipO2DBNCwL5fzaPQXBEvHuwqnsdx4xjf6ltIFnnf=w618-h240-k-no,1,5.981099443535568,False,"                             open  close
3rd Wednesday of the month  09:00  11:00",
12,St. Luke Church,Pre-bagged or boxed groceries,4925 East Capitol St SE Washington DC 20019,38.8893042,-76.9307709528784,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zsaofQv-7jZtKg_bql4jNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.85551&pitch=0&thumbfov=100,1,6.947034998903277,False,"                             open  close
4th Wednesday of the month  09:00  11:00",
13,MSB Community Outreach,,2411 Lawrence St NE Washington DC 20018,38.9319534,-76.97153246918046,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,4.382254172171284,False,"                           open  close
3rd Tuesday of the month  09:00  14:00",
14,Ward Memorial AME Church,,241 42nd St NE Washington DC 20019,38.89409335,-76.94226164807466,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CeP-eMRMV1rOswttLcO1Ew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.409517&pitch=0&thumbfov=100,1,6.6102048896516905,False,"                            open  close
3rd Saturday of the month  08:00  12:00",
15,Southern Hills Community Center,,4212 4th St SE Washington DC 20032,38.8280382,-76.9997472,,,https://lh3.googleusercontent.com/p/AF1QipNpqTcO0Pdm0SpiOtUmuNxtOxOuD4yiQ_67vqx5=w408-h272-k-no,1,11.655859355193261,False,"                           open  close
4th Tuesday of the month  11:00  14:00",
16,City Blossoms,,516 Kennedy St NW Washington DC 20011,38.9562334,-77.02065335192437,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,5.015461661848229,False,"                            open  close
1st Thursday of the month  11:00  15:00",
17,Chick Armstrong Recreation Center,,25 W Reed Ave Alexandria VA 22305,38.83723415,-77.05807360478575,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zsaofQv-7jZtKg_bql4jNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.85551&pitch=0&thumbfov=100,1,12.360670898623491,False,"                            open  close
4th Saturday of the month  08:30  10:30",
18,William Ramsay Recreation Center,,4850 Mark Center Dr Alexandria VA 22311,38.829934300000005,-77.11913013589607,,,https://lh3.googleusercontent.com/p/AF1QipO2DBNCwL5fzaPQXBEvHuwqnsdx4xjf6ltIFnnf=w618-h240-k-no,1,14.727594075836377,False,"                            open  close
4th Saturday of the month  08:30  10:30",
19,Chantilly Baptist Church,,14312 Chantilly Baptist Ln Chantilly VA 220175,38.39971,-77.44292,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RWLR5m6C-aSu7qXffabUHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.68747&pitch=0&thumbfov=100,1,49.02804764557414,False,"                           open  close
4th Tuesday of the month  13:30  15:30",
20,Francis C. Hammond Middle School,,4646 Seminary Rd Alexandria VA 22304,38.826189150000005,-77.11061320867647,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,14.62763853335409,False,"                            open  close
3rd Thursday of the month  16:00  18:00",
21,Barcroft Elementary School,,700 S Buchanan St Arlington VA 22204,38.86017515,-77.1106300066327,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,12.899557291047836,False,"                            open  close
2nd Thursday of the month  15:00  17:00",
22,Willston Multicultural Center,,6131 Willston Dr Falls Church VA 22044,38.8703678,-77.14882012682962,,,https://lh3.googleusercontent.com/p/AF1QipNpqTcO0Pdm0SpiOtUmuNxtOxOuD4yiQ_67vqx5=w408-h272-k-no,1,14.022383183273433,False,"                            open  close
3rd Saturday of the month  08:00  11:00",
23,Culmore United Methodist Church,,3400 Charles St Falls Church VA 22041,38.85324,-77.13641,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CeP-eMRMV1rOswttLcO1Ew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.409517&pitch=0&thumbfov=100,1,14.24373676070071,False,"                          open  close
2nd Friday of the month  10:00  12:00",
24,Dale City Christian Church,,14022 Lindendale Rd Dale City VA 22193,38.64858,-77.35996,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CeP-eMRMV1rOswttLcO1Ew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.409517&pitch=0&thumbfov=100,1,32.74127528407096,False,"                            open  close
3rd Saturday of the month  09:00  12:00",
25,James Lee Community Center,,2855 Annandale Rd Falls Church VA 22042,38.8779035375794,-77.17329485058858,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CeP-eMRMV1rOswttLcO1Ew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.409517&pitch=0&thumbfov=100,1,14.827910651670212,False,"                          open  close
2nd Monday of the month  13:00  14:00",
26,First Agape Baptist Church,,25 W Reed Ave Alexandria VA 22305,38.83723415,-77.05807360478575,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,12.360670898623491,False,"                          open  close
2nd Friday of the month  11:00  13:00",
27,Georgetown South Community Council,,9444 Taney Rd Manassas VA 20110,38.74097755,-77.472276589113,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RWLR5m6C-aSu7qXffabUHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.68747&pitch=0&thumbfov=100,1,33.497963861334384,False,"                                    open  close
2nd and 4th Thursday of the month  13:30  16:00",
28,Fairmont Gardens Apartments,,4100 Wadsworth Ct Annandale VA 22003,38.83646,-77.20381,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RWLR5m6C-aSu7qXffabUHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.68747&pitch=0&thumbfov=100,1,17.79412029503283,False,"                                    open  close
1st and 2nd Thursday of the month  09:00  11:00",
29,Woodrow Wilson Library,,6101 Knollwood Dr Falls Church VA 22041,38.88460737893532,-77.18999841153558,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zsaofQv-7jZtKg_bql4jNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.85551&pitch=0&thumbfov=100,1,15.376604498296377,False,"                                   open  close
1st and 4th Tuesday of the month  11:00  13:00",
30,Christ the Redeemer Catholic Church,,46833 Harry Byrd Hwy Sterling VA 20164,39.01752845,-77.37971188639646,,,https://lh3.googleusercontent.com/p/AF1QipO2DBNCwL5fzaPQXBEvHuwqnsdx4xjf6ltIFnnf=w618-h240-k-no,1,23.80553027430637,False,"                           open  close
2nd Tuesday of the month  10:00  11:30",
31,Maranatha Springfield Church,,5515 Cherokee Ave Suite 102 Alexandria VA 22312,38.80469,-77.16711,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RWLR5m6C-aSu7qXffabUHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.68747&pitch=0&thumbfov=100,1,17.761175526743177,False,"                            open  close
4th Saturday of the month  09:00  12:00",
32,Messiah United Methodist Church,,6215 Rolling Rd Springfield VA 22152,38.7826545,-77.23400287447916,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,21.41100924698183,False,"                            open  close
3rd Thursday of the month  17:00  18:00",
33,Mount Olive Baptist Church,,1601 13th Rd S Arlington VA 22204,38.86270985,-77.07145028139198,,,https://lh3.googleusercontent.com/p/AF1QipO2DBNCwL5fzaPQXBEvHuwqnsdx4xjf6ltIFnnf=w618-h240-k-no,1,11.340081786473933,False,"                            open  close
3rd Saturday of the month  10:00  14:00",
34,Rising Hope Mission Church,,8220 Russell Rd Alexandria VA 22309,38.807880296066095,-77.06281231226768,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,14.24814075381999,False,"                           open  close
2nd Tuesday of the month  12:30  14:30",
35,Debre Medehanit Eyesus Ethiopian Ortodox Tewahido Church,,13450 Minnieville Rd Woodbridge VA 22192,38.66961679420839,-77.28611511195112,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,28.993118880369682,False,"                            open  close
4th Thursday of the month  10:00  12:00",
36,St. Anthony of Padua Catholic Church,,3305 Glen Carlyn Rd Falls Church VA 22041,38.85695,-77.13899,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RWLR5m6C-aSu7qXffabUHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.68747&pitch=0&thumbfov=100,1,14.180636943770287,False,"            open  close
Wednesday  10:00  14:00",
37,St. Stephen's United Methodist Church,,9203 Braddock Rd Burke VA 22015,38.90974,-77.26246,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zsaofQv-7jZtKg_bql4jNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.85551&pitch=0&thumbfov=100,1,18.299293348855215,False,"                          open  close
1st Friday of the month  17:00  18:00",
38,United Community,,7511 Fordson Rd Alexandria VA 22306,38.75378,-77.08512,,,https://lh3.googleusercontent.com/p/AF1QipNpqTcO0Pdm0SpiOtUmuNxtOxOuD4yiQ_67vqx5=w408-h272-k-no,1,18.124982734521733,False,"                            open  close
4th Saturday of the month  08:00  11:00",
39,Coverstone Apartments,,10934 Coverstone Dr Manassas VA 20109,38.79446,-77.52208,,,https://lh3.googleusercontent.com/p/AF1QipNpqTcO0Pdm0SpiOtUmuNxtOxOuD4yiQ_67vqx5=w408-h272-k-no,1,34.19469461590406,False,"                             open  close
3rd Wednesday of the month  09:00  11:00",
40,4-H Club Park and Planning,,4-H Club Park and Planning 2411 Pinebrook Ave Hyattsville MD 20785,38.92366,-76.89409,,,https://lh3.googleusercontent.com/p/AF1QipO2DBNCwL5fzaPQXBEvHuwqnsdx4xjf6ltIFnnf=w618-h240-k-no,1,5.131877661144327,False,"                                    open  close
2nd and 3rd Thursday of the month  10:00  12:00",
41,Alafia Baptist Church,,3623 Eastern Avenue Mount Rainier MD 20712,38.93596555113637,-76.96457169886364,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RWLR5m6C-aSu7qXffabUHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.68747&pitch=0&thumbfov=100,1,3.981591882903518,False,"                                    open  close
2nd and 4th Thursday of the month  09:30  11:30",
42,Calvary Assembly of Holy Cross,,3505 Hubbard Rd LANDOVER MD 20785,38.9331541975813,-76.87802212372692,,,https://lh3.googleusercontent.com/p/AF1QipO2DBNCwL5fzaPQXBEvHuwqnsdx4xjf6ltIFnnf=w618-h240-k-no,1,5.057552001412577,False,"                                     open  close
2nd and 4th Wednesday of the month  09:30  11:30",
43,Catholic Charities - Montgomery County Family Center,,12247 Georgia Ave Silver Spring MD 20902,39.056536688649786,-77.05017158618534,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CeP-eMRMV1rOswttLcO1Ew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.409517&pitch=0&thumbfov=100,1,7.596747613273838,False,"                           open  close
1st Tuesday of the month  10:00  12:00",
44,City of Greenbelt Food Pantry,,15 Crescent Rd Greenbelt MD 20770,39.00117485,-76.87875199860795,,,https://lh3.googleusercontent.com/p/AF1QipNpqTcO0Pdm0SpiOtUmuNxtOxOuD4yiQ_67vqx5=w408-h272-k-no,1,3.2684765906695583,False,"           open  close
Thursday  13:00  15:00",
45,City of Hyattsville,,6201 Belcrest RD Hyattsville MD 20782,38.9649117,-76.95166928191351,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CeP-eMRMV1rOswttLcO1Ew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.409517&pitch=0&thumbfov=100,1,1.8677265488795336,False,"                           open  close
3rd Tuesday of the month  10:00  12:00",
46,Clifton Park Baptist Church,,8818 Piney Branch Road Silver Spring MD 20903,38.986909185851154,-77.01318495712907,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,4.053143888325121,False,"                            open  close
1st Saturday of the month  10:00  12:00
3rd Thursday of the month  10:00  12:00",
48,Faith Temple #2,,2 211 Maryland Park Drive Capital Heights MD 20743,38.89148,-76.90921,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CeP-eMRMV1rOswttLcO1Ew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.409517&pitch=0&thumbfov=100,1,6.958177787195504,False,"                            open  close
3rd Thursday of the month  09:00  11:00",
49,CMPGC - Belulah Baptist,,6056 old central Ave Capitol Heights MD 20743,38.88500345,-76.912713984047,,,https://lh3.googleusercontent.com/p/AF1QipNpqTcO0Pdm0SpiOtUmuNxtOxOuD4yiQ_67vqx5=w408-h272-k-no,1,7.3584771131313635,False,"                          open  close
3rd Friday of the month  09:00  11:00",
50,CMPGC - New Craig,,5305 Farmingdale Road Capitol Heights MD 20743,38.90776,-76.91512,,,https://lh3.googleusercontent.com/p/AF1QipNpqTcO0Pdm0SpiOtUmuNxtOxOuD4yiQ_67vqx5=w408-h272-k-no,1,5.7912549110423965,False,"                          open  close
3rd Friday of the month  09:00  11:00",
51,CMPGC - Oxon Hill,,7711 Livingston Road Oxon Hill MD 20745,38.785168469387756,-76.99119485714286,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RWLR5m6C-aSu7qXffabUHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.68747&pitch=0&thumbfov=100,1,14.420734150880143,False,"                          open  close
1st Friday of the month  09:00  11:00",
52,CMPGC - Seat Pleasant,,5356 Sheriff Road Capitol Heights  MD 20743,38.90482,-76.91933,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,5.948096827016437,False,"                          open  close
2nd Friday of the month  09:00  11:00",
53,Community Outreach and Development CDC,,4715 Marlboro Pike Capitol Heights MD 20743,38.87373634654277,-76.93341989487095,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RWLR5m6C-aSu7qXffabUHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.68747&pitch=0&thumbfov=100,1,8.015861473981081,False,"                           open  close
2nd Tuesday of the month  11:00  13:00
4th Friday of the month   11:00  13:00",
55,HC - Silver Spring,,"1500 Forest Glen Rd, Silver Spring MD 20910",39.014906249999996,-77.0351497865924,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zsaofQv-7jZtKg_bql4jNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.85551&pitch=0&thumbfov=100,1,5.509646287589073,False,"                             open  close
1st Wednesday of the month  13:00  15:00",
56,HC - Germantown,,19801 Observation Drive Germantown MD 20876,39.1820436,-77.24280680277937,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RWLR5m6C-aSu7qXffabUHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.68747&pitch=0&thumbfov=100,1,21.075955716407982,False,"            open  close
Wednesday  13:00  15:00",
57,Hyattsville Courthouse Parole and Probation,,4990 Rhode Island Ave Hyattsville MD 20781,38.950205800000006,-76.94264275795612,,,https://lh3.googleusercontent.com/p/AF1QipO2DBNCwL5fzaPQXBEvHuwqnsdx4xjf6ltIFnnf=w618-h240-k-no,1,2.7411883716862726,False,"                          open  close
3rd Monday of the month  09:00  11:30",
58,Inwood House,,10921 Inwood Avenue Silver Spring MD 20902,39.03612785,-77.03637900000001,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zsaofQv-7jZtKg_bql4jNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.85551&pitch=0&thumbfov=100,1,6.188661620457136,False,"                           open  close
2nd Tuesday of the month  10:00  12:00",
59,Latin American Youth Center,,6200  Sheridan St Riverdale MD 20737,38.965683078781154,-76.93816071776234,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,1.6595405304218283,False,"                            open  close
3rd Thursday of the month  11:30  13:30",
60,Montgomery College - Rockville,,51 Mannakee St Rockville MD 20850,39.098519499999995,-77.15878854682828,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RWLR5m6C-aSu7qXffabUHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.68747&pitch=0&thumbfov=100,1,14.04151321035398,False,"                             open  close
2nd Wednesday of the month  10:00  12:00",
61,Montgomery College - Germantown,,20200 Observation Dr Germantown MD 20876,39.197692,-77.254443,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,22.245109376142487,False,"                             open  close
1st Wednesday of the month  10:00  12:00",
62,Montgomery College - Takoma Park,,7600 Takoma Ave Takoma Park MD 20912,38.9854118,-77.0230843,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RWLR5m6C-aSu7qXffabUHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.68747&pitch=0&thumbfov=100,1,4.589820917095089,False,"                             open  close
3rd Wednesday of the month  14:00  15:30",
63,Prince Georges Social Services - Gwynn Park High School,,13800 Brandywine Road Brandywine MD 20613,38.694820906278366,-76.82985371883508,,,https://lh3.googleusercontent.com/p/AF1QipNpqTcO0Pdm0SpiOtUmuNxtOxOuD4yiQ_67vqx5=w408-h272-k-no,1,21.186386561019265,False,"                           open  close
3rd Tuesday of the month  16:00  18:00",
64,Prince George's Dept of Social Services Shabach,,403 Brightseat road Landover MD 20785,38.91601988734717,-76.86031786588487,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zsaofQv-7jZtKg_bql4jNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.85551&pitch=0&thumbfov=100,1,6.576445953508779,False,"         open  close
Monday  09:30  11:30",
65,Prince George's Dept of Social Services SEED,,5819 Eastpine Dr Riverdale MD 20737,38.958311645317366,-76.90659066065422,,,https://lh3.googleusercontent.com/p/AF1QipNpqTcO0Pdm0SpiOtUmuNxtOxOuD4yiQ_67vqx5=w408-h272-k-no,1,2.7411533175610416,False,"                          open  close
3rd Monday of the month  10:00  12:00",
66,Pin Oak Village Senior,,16010 Excalibur Road Bowie MD 20716,38.9407685,-76.7252214,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,11.910196971165606,False,"                          open  close
1st Monday of the month  09:30  11:30",
67,Silver Spring UMC,,8900 Georgia Ave Silver Spring MD 20901,39.001107950000005,-77.03428948234219,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,5.24106518458871,False,"                            open  close
1st Thursday of the month  11:00  14:00",
68,Southern Friendship Missionary Baptist Church,,4444 Branch Avenue Temple Hills MD 20748,38.83148,-76.93091,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RWLR5m6C-aSu7qXffabUHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.68747&pitch=0&thumbfov=100,1,10.938341896375844,False,"                                   open  close
1st and 3rd Tuesday of the month  09:30  11:30",
69,University of Shady Grove,,9630 Gudelsky Drive Rockville MD 20850,39.0935532,-77.2023469,,,https://lh3.googleusercontent.com/p/AF1QipNpqTcO0Pdm0SpiOtUmuNxtOxOuD4yiQ_67vqx5=w408-h272-k-no,1,15.90719054150412,False,"                          open  close
4th Monday of the month  11:00  13:00",
70,Woodland Springs Apartment,,6617 Atwood Street District Heights MD 20747,38.8610623,-76.8924232,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,9.21671095853754,False,"                           open  close
1st Tuesday of the month  09:30  11:00",
71,Zion Baptist Church (North Campus),,11005 Dayton St Silver Spring MD 20902,39.03645,-77.04318,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,6.5146526956644895,False,"                            open  close
3rd Thursday of the month  12:00  15:00",
72,Mount Olivet United Methodist Church,,1500 N Glebe Rd Arlington VA 22207,38.88899755,-77.11933355435254,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,11.98301520291471,False,"                            open  close
2nd Saturday of the month  08:00  11:00",
73,Community Marketplace at Rosedale Rec,,1701 Gales St. NE Washington DC 20002,38.8976079,-76.9789889964074,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zsaofQv-7jZtKg_bql4jNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.85551&pitch=0&thumbfov=100,1,6.737016869623601,False,"                            open  close
1st Saturday of the month  08:30  10:30",
74,Northern Virginia Family Service SERVE,Loose groceries,10056 Dean Dr Manassas VA 20110,38.7446355,-77.50069154648342,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zsaofQv-7jZtKg_bql4jNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.85551&pitch=0&thumbfov=100,1,34.69423759931834,False,"                            open  close
3rd Thursday of the month  09:30  10:30",Full Choice
75,Community Marketplace - Reston,Pre-bagged or boxed groceries,12125 Pinecrest Rd Reston VA 20190,38.9476313,-77.3294947736112,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CeP-eMRMV1rOswttLcO1Ew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.409517&pitch=0&thumbfov=100,1,21.2416289820761,False,"                            open  close
2nd Saturday of the month  08:30  10:30",Full Choice
76,Community Marketplace - Arlington,Pre-bagged or boxed groceries,909 S Dinwiddie St Arlington VA 22204,38.8563787,-77.11219267471901,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zsaofQv-7jZtKg_bql4jNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.85551&pitch=0&thumbfov=100,1,13.142865906109824,False,"                            open  close
4th Saturday of the month  08:30  10:30",Full Choice
77,Hermosa Valley Mobile Home Park,,13950 Richmond Hwy Woodbridge VA 22191,38.65100928571429,-77.25850192857143,,,https://lh3.googleusercontent.com/p/AF1QipOgEUYt0SW_ux03yG2RLgtHjYi32kz_8tuVpSwN=w408-h306-k-no,1,29.080547091532985,False,"                            open  close
1st Thursday of the month  11:00  13:00",
78,Park Shirlington Apartments,,4500 31st St S Arlington VA 22206,38.837488050000005,-77.09281063766734,,,https://lh3.googleusercontent.com/p/AF1QipO2DBNCwL5fzaPQXBEvHuwqnsdx4xjf6ltIFnnf=w618-h240-k-no,1,13.418477467951334,False,"                             open  close
1st Wednesday of the month  14:00  16:00",
